,coint pv
8801 JT & 9984 JT,0.0331666573190501
8802 JT & 9681 JT,0.013791276211367847
8804 JT & 9766 JT,0.03784060047367754
8830 JT & 9104 JT,0.02108828201349608
8830 JT & 9766 JT,0.040527477467896804
9001 JT & 9021 JT,0.04762612891296417
9001 JT & 9104 JT,0.04988963494036066
9001 JT & 9202 JT,0.04125598876253492
9001 JT & 9531 JT,0.034391174387637106
9005 JT & 9532 JT,0.018340688454624447
9020 JT & 9022 JT,0.0455896528609273
9020 JT & 9202 JT,0.02644168367412327
9020 JT & 9433 JT,0.04519150616414099
9020 JT & 9502 JT,0.03231348172675022
9020 JT & 9532 JT,0.011163580356996767
9020 JT & 9983 JT,0.03509004900826429
9022 JT & 9202 JT,0.01785931467279882
9064 JT & 9613 JT,0.042728057501649847
9104 JT & 9501 JT,0.040200955106017205
9104 JT & 9503 JT,0.03541990053079475
9104 JT & 9766 JT,0.029825997821772907
9202 JT & 9412 JT,0.011745124885560919
9412 JT & 9437 JT,0.013409185965323719
9433 JT & 9613 JT,0.025748741192902505
9501 JT & 9503 JT,0.008770029919436166
9502 JT & 9503 JT,0.026460163164862584
9532 JT & 9602 JT,0.014441068508813232
9532 JT & 9983 JT,0.02728695308459404
